sum.taxonomy,Day_1_0m,Day_1_10m,Day_1_1m,Day_1_5m,Day_1_9m,Day_1_SHR,Day_2_0m,Day_2_10m,Day_2_1m,Day_2_5m,Day_2_9m,Day_2_SHR,Day_3_0m,Day_3_10m,Day_3_1m,Day_3_5m,Day_3_9m,Day_3_SHR
,0.0010644621522741238,0.0016108658058091574,0.002190738072795367,0.0014741797565730626,0.001408465878714812,0.004074446767761686,0.0011481154269879323,0.0048918495685299134,0.0017448874928762176,0.0022286210066041266,0.005270224939890299,0.002786365344269376,0.004539170795766454,0.04707529841547736,0.003833819431968688,0.00403114451682993,0.03557314158138394,0.001144837967557716
Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus toxotes,0.2276518207294258,0.21655668884082094,0,1,0.2266464018270271,0,0.8433544140711056,0.1340162161117764,0,0,0.27247556968547415,0.4087172241066141,0.1238018321729938,0.5993699759237918,0.15631535500599028,0.31913280702564434,0.30963487324736394,0.1829698535845277
Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca,0.06092211079884077,0.16764440953486892,0,0.21039716146452672,0.08706190426522373,0.04599196692979696,0,0.22200866208738665,0,0.10055921073418153,0.5200028729440495,0.12275449106130182,0.15752770634781316,0.1323281299244487,0.08550202304352317,0.16763248313952941,0.2256964609607306,0.021226948325392646
Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps,0,0.20362813117963946,0,0,0.2691637418775675,0,0,0.41880649557592964,0,0.1372637816313079,0,0.023983039391324623,0,0.266550909623808,0.2143755308642807,0.001991764257819861,0.4254314192204701,0
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Acanthochromis;Acanthochromis polyacanthus,0,0,0,0,0,0,0,0,0.5620239390642002,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis,0.6961077844311377,0,0,0,0,0,0.4611778597976461,0.16094346315118874,0.05523248518498118,0,0.48676162549968544,0,0,0.21599169373705085,0,0.12564290254845487,0.13999337175320137,0.18389388918193075
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus,0,0,0,0,0,0,0,0.5249169435215947,0,0,0,0,0.10513655404118744,0.1303117104228743,0.9701803192210336,0,0.107458232930408,0
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Pomacentrus;Pomacentrus brachialis,0,0,0,0,0,0,0,0,0.5221107657530376,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes nigricans,0,0,0,0,0,0.869140625,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Sciaenidae;;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum,0.6155857740585774,0.3536655351922237,0,0.5225199989658129,0.4194068692236786,0.23383453143281818,0.7283123494136672,0.2804157584350223,0.4245275116519265,0.21430270028888806,0.1687255118554163,0.2934609307180774,0.24673885178981897,0,0.21712042006108745,0,0.3403407590835011,0.2556626092540412
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus,0,0.07593829120238998,0,0,1,0.0846926980168636,0,0,0,0.39312106218616355,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;,0,0,0,0,0.28904960066198054,0.2688762894393488,0,0,0,0,0,0.8080808080808081,0,0,0,0,0,0.1392880419571767
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus,0.06938663235380063,0.14654453652386396,0.013730239281525052,0.15766310737947029,0.18381440853458053,0.3665730091665531,0.006304354855302776,0.033915619809589626,0.022551932239823783,0.04043655183098755,0.029879496641479646,0.2767672344763573,0.04081654128558372,0.006982755333012472,0.023795273433035398,0.07854253851880258,0.033657197114873055,0.24905269953433792
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus,0.13822609372516315,0.2276464526181455,0.04784360582309686,0.15022780958110396,0.29854830217694317,0.49588240663275696,0.05306027548553104,0.045523158403349716,0.032310870020778246,0.10040763158183758,0.07464259460525031,0.5168526689159961,0.0265326449023609,0.037547832576108824,0.12078551264598016,0.14448539625446172,0.030730665142636546,0.21950609674642538
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador,0.08927380072398486,0.15800468449356259,0.03732126220717926,0.42835233463063593,0.4195010109752118,0.2946575552660111,0,0.06417721698432229,0.047598973624710134,0.16220389830019671,0.08927530873201106,0.4052852146647371,0.06541159109509781,0.02454744694027656,0.053627951540325285,0.10038570856909515,0.04650855174742839,0.08805311290878276
Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea,0.3845326302878514,0.15497263931186983,0.013397407986705787,0.0845459306096247,0.20055751139655822,0,0,0.33305679423559154,0.34578477948902664,0,0.05644772072928634,0.05789630244279634,0.5204373423044575,0.1263729351980275,0.2040983499916879,0.15576069300368545,0.2694698380058141,0
Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis,0.223870786147821,0.1814257433964089,0.17471760922328436,0.1592526380864805,0.1361571138673737,0.12703192401496996,0.36857180127933614,0.09255464430938308,0.22456483550642353,0.21993056951077267,0.11932464052846031,0.2633875326631381,0.21997824785379338,0.03936479179886275,0.276083562761527,0.0942953520695818,0.07039149893422263,0.13699944876908993
Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis,0.05146061079717956,0.011705287967500389,0.037934319908807225,0.01933978592588848,0.0212856770739884,0.009207868976555303,0.2721993794286726,0.013409555133484827,0.4331768750206591,0.06011246926090051,0.04093063715978469,0.03927142839306625,0.07651942060679742,0.0070670963726669495,0.08621277708478978,0.07628162667441692,0.009872850681365277,0.021617007729565513
Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps,0,0,0,0.028291107492074304,0.02222247474118169,0,0,0,0,0,0.028756036057810748,0.08337219770548623,0.31002685348792297,0.5550058513436423,0.828841504670678,0.29113240281701813,0.3913741438356164,0
Eukaryota;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Porichthys;Porichthys myriaster,0,0,0,0,0,0,0,1,0,0,0,0.46968004373640404,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Batrachoidiformes;Batrachoididae;Porichthys;Porichthys notatus,1,0,0,0,0,0,0,0,0,0,0,0,0.13156958760494578,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Strongylura;Strongylura exilis,0,0.4810415877643472,0,0.8041997251007521,0,0,0.34083750081184644,0,0,0,1,0.1669465608254918,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti,0.5164591686009706,0.10956271535674274,0,0.40731891910134366,0.18682149071731508,0.2732565082319985,0,0.08422646009743734,0.12524860527878054,0.13101266210955317,0.0063763342759587316,0.22378082232421267,0.18661929512889736,0,0.2420902994353925,0.09863347551872917,0,0.16043225955883433
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi,0,0.7220342891808732,0.8655800470051506,0.03829008364892441,0.18840438288474146,0.3415594618619088,0.023773999042209528,0.7644341801385681,0.11072093697468627,0.17929854100815792,0.41252481369296495,0.15656370407341838,0.33137532678769577,0.14796265803795963,0.3397410544109408,0.5715005965093406,0.2955646630716562,0.18066099479281475
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;,0.08686880303472382,0.30636014316941745,0.08375248917587072,0.44593217448363515,0.4370761866773035,0.022085971974152175,0.15948695250058356,0.1345159560614726,0.06488100133202432,0.18016298855020688,0.2708563502274854,0.23991554918439967,0.10950543461832762,0.07011411461610925,0.1436134871040396,0.29331905228843125,0.181656938249462,0.29463803374793723
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis,0.5238973083688817,0.2670246473444608,0.7225307896643323,0.11177397381184204,0.04994093885289496,0.2704186481159683,0,0.18265321171587343,0,0.10841931467456667,0.13832617781499548,0.20346632437800818,0.2085577784183762,0.11237763640195071,0.09301371693509874,0,0.08695007362301632,0.21470409855222877
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus,0.4685139108490175,0.21099892279818722,0.17046558902620879,0.11337860440892858,0.17018077949779326,0.041611364421471175,0.0881428700687844,0.13553318806898235,0.030543425290211725,0.5929662475045556,0.1775317502407546,0.13095897355087102,0.43106952455589953,0.10599434184401435,0.2514577867192956,0.3557852008344295,0.14172356058959207,0.10435811056971656
Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon,0,0.16412787433388112,0,0.3902042777766771,0,0,0,0.29944506587340614,0,0,0,0,0,0,0,1,0,0
Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum,0.35091172470181625,0.14881656448991787,0.21118773213013328,0.3956308645822011,0.16535063849458898,0.2784784245482035,0.2282886386013348,0.1483071331357575,0.014044964665534312,0.15687648950611555,0.24673680409181176,0.13245832761745444,0.5198572673785138,0.14811533692284307,0.4184782996779886,0.2883980923075502,0.06017497244513238,0.04451281826152231
Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus blanchardi,0,0,0,0,0.13917399430206676,0,0,0,0,0,0,0,0,0,0.15643390751367844,1,0.4542275565634745,0
Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis,0,0.24078875633958632,1,0.1902957230844015,0.3324299501934838,0,0.4725752416971574,0.1618241144260746,0,0,0.23070579163603794,0.34774209537337636,0.22781062314106068,0,0.08229232396214842,0.30127878318650336,0,0.09402769921191295
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus,0,0.2036190115916223,0,0,0,0,0.4594151332350462,0.7678469439293105,0,0,0,0.3547642265090891,0,0.47440492901648373,0.6068465607877196,1,0.46553734234819694,0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans,0.1412231579353076,0.2762987596520115,0.10946709962596277,0.12133066886175055,0.12329193465767889,0.4041963315368066,0.11140274665752185,0.07201905941276542,0.23338985825969982,0.1874716666240436,0.07563808953975525,0.20239410622696102,0.23490335631449294,0.12010321610755106,0.12273930622376006,0.20138540010544798,0.0904396761321442,0.07734889171410318
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea,0.017805764597272046,0.023698136290938122,0,0.04541150326111089,0.027948666590571464,0.3771895204819557,0.032526395762035726,0.017600189440447885,0.036585216493485645,0.015132251062606792,0.030991886011842017,0.039396729629880695,0.012234862891233999,0.016029531693959338,0.017598833854318895,0.02444009582772273,0.010737539236767762,0.05712624054793443
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,0.2735752689747329,0.41685988977587923,0,0.30910467443712014,0.05141639514474961,0,0,0.2930502609287589,0,0,0.4558754311561999,0.6387031897858376,0,0.6678492362406193,1,0,0.4293638402876424,0.18294504975187456
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Alosa;Alosa sapidissima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax,0.1515418595789113,0.04826598054968812,0.10624914071106872,0.06583998938698861,0.04660191984898669,0.026288144838812363,0.23481971182771097,0.08091502531979397,0.1948223498086204,0.21544169668577623,0.0923344764680973,0.03378055574264824,0.06229582368228569,0.051592459491303484,0.07535055747327424,0.055931289531159896,0.049015279137918276,0.03269436254768521
Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoa;Anchoa delicatissima,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax,0.17152436830348508,0.11499732637030186,0.19056344196022337,0.7598214038952317,0.372388155556153,0.05361949510144059,0.028232676283087697,0.02061048725822957,0.025366039721063622,0.03952899870674092,0.0209707455722153,0.0793134812765089,0.04970342744739813,0.035992218554838896,0.041970282911995754,0.14498749062415545,0.05327558541045144,0.10437838095164241
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius productus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Asterropteryx;,0,0,0,0,0,0,0,0,0.6554642166344293,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Clevelandia;Clevelandia ios,0,0,0,0,0,1,0,0,0,0,0,0.30367377428791575,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gymnogobius;Gymnogobius urotaenia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lethops;Lethops connectens,0,0,0,0,0,0,0.45949865556998215,0,0,0,0,0.028831380504468145,0.06812513271380445,0,0,0,0.9246760259179265,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Rhinogobiops;Rhinogobiops nicholsii,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Typhlogobius;Typhlogobius californiensis,0,0.18428763361313855,0,0.43751715993036744,0.12177567966287299,0,0.3588000168274561,0.3850959685773447,1,0.27360135667988345,0.4007984813892087,0.030084365578823928,0.08190724635604793,0.16399774470557982,0.20116055324279164,0.17336450767317757,0.12967071995347115,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus,0.19741692552967888,0.1644503623986252,0,0.2283970912540299,0.13850910662506344,0.12429796394561785,0.17075321366422025,0.4758174519661717,0,0.20739645422825756,0.42363725745780734,0,0.045728209125613616,0.28508082544142554,0.17871852931129242,0.21928938279998222,0.43235590895068976,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Hemigymnus;Hemigymnus melapterus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica,0,0.05382627179233039,0.08436105225454518,0.04878203788014884,0.10580721942263271,0.05692960153215547,0.038386001356854584,0.22021982937887521,0.03355999362358572,0.05027698693879627,0.30394548443548813,0.10470888924542404,0.4098308667760071,0.21581826554130057,0.30269460920330815,0.04437221333784514,0.10698096248215627,0.33576964321853137
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher,0.05946974513921381,0.05900637398799157,0,0,0.11686811196202793,0.16539584061106968,0.20564251474718298,0.4086386311216006,0,0.0641998201017635,0.5040892934430107,0.09983773621081715,0.246613244916849,0.3536907020591985,0.03571156589784823,0.3321514490553797,0.7037293133380649,0.06052990228575179
Eukaryota;Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophiodes;Lophiodes caulinaris,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii,0.49741500861663795,0.420225964215327,0.18642889050703462,0.33068326648465335,0.31358003113009564,0.09788038018873377,0.2554997095857686,0.2667935892727051,0.08453607457538362,0.10062567336379233,0.15140073264387766,0.16412593366227274,0.1564099404025373,0.08404204838224952,0.33401363130701356,0.07995830447755661,0.31141722214337325,0.1336672234052158
Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil cephalus,0,0.1422979674296797,0,0.1271109503062301,0.04691044974772195,0.3514072602675874,0,0.0021779329744108806,0,0,0,0.3413472347122302,0,0,0,0,0,0.1469900743549525
Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus mexicanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9453750910415151
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae,0,0,0,0,0,0.021550165534314075,0,0,0.06989276382989451,0,0.5287262872628726,0,0,0.3719734485646313,0.17308561424520458,0.8565890803005244,0.3150168820568156,0
Eukaryota;Chordata;Actinopteri;Perciformes;;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Bathymasteridae;Rathbunella;Rathbunella hypoplecta,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus analis,0,0.03619866172092453,0,0.030085391706521917,0,0.5162368672397326,0,0.17968045024890036,0,0.5734428866044744,0,0,0,0,0.5496012916939285,0.1363482047255384,0.014431537186030128,0.35537778829401173
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus recalvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6327967806841046,0,0,0.7705572923921891
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Leptocottus;Leptocottus armatus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Oligocottus;Oligocottus snyderi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Orthonopias;Orthonopias triacis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri,0,0.01792878783370564,0,0,0,0,0,0.1634351355368699,0,0.020216513206512403,0.19357422013144907,0,0,0.2227814243745552,0,0.17885586906003,0.6258969465648855,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus,0,0.6953372922372647,0,0.07836980845114741,0.11599307208473106,0.002734734307724536,0.01938621625756375,0.5511097901573766,0.01184400343680219,0.24470563524941813,0,0.18220897364382077,0.04117705930704721,0.010682885131169063,0.1689320317748363,1,0,0.12035470888187365
Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus,0,0,0.051563769829040366,0,0,0,0,0.1536872080809754,0,0,0,0,0,0.2792536598360055,0.5321134396830361,0,0.46990867089070115,0
Eukaryota;Chordata;Actinopteri;Perciformes;Pholidae;;,0,0,0.4625948498896119,0,0,0,0,0,0,1,0,0,0,0,0.5623198593164714,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata,0,0.33002779863670106,0,0,0,0,0,0,0.25719699347358715,0,0,0.1213312988769147,0,0,0,0.721562223333197,1,0
Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;,0.03236035917607317,0.028341090075029964,0.07386185592546766,0.22317359493278507,0.2330421293876755,0.10200305523223917,0.0701953538846475,0.3751273532668882,0.0673057322426235,0.3646863101079004,0.15976099591436696,0.22599776190860196,0.13964291023932077,0.16945755756998673,0.16689613684148316,0.11594763630939303,0.1570192724819477,0.1348252210017108
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis argus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus merra,0,0,0,0,0,0.30705322874929425,0,0,0,0,0,0.7506767731456416,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax auroguttatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus,0.07648532496156099,0.35140421598469834,0.022369015825610197,0.02414174708739623,0.11377285656634888,0.012411851820880549,0.050386661581327055,0.12649131865301813,0.025233599851139207,0.07757284108501672,0.3866163951530673,0,0.050564897967994,0.5330923388413809,0.08738564325343627,0.10381273127108803,0.28183130638598763,0.00982401183482282
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer,0.02654838960156346,0.2450610705335456,0.028426659009612745,0.04877540993893316,0.16084297063184883,0.0736323007466207,0,0.20026719259545217,0.027791675522044475,0.11230440015797623,0.17231093698179337,0.07228797620032414,0.0962709332454265,0.37187686196623637,0.05725014701893649,0.14492392306306154,0.2110470038286362,0.03284044060424054
Eukaryota;Chordata;Actinopteri;Perciformes;Zaniolepididae;Zaniolepis;Zaniolepis latipinnis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Symphurus;Symphurus atricaudus,0.11609325290356463,0.02974940650505884,0.06873360849819536,0,0,0.41097148736037625,0.07375906601808213,0.0611163417127931,0.24734737151915773,0.026792838759348243,0.04333387029435022,0.22375272785415928,0.001430273262640686,0.043200695801809165,0.09745780974091466,0.25149890178939455,0.011517663455033194,0.07053637687389255
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;,0,0,0,0,0,0.7702492211838006,0,0,0.4420117089227698,0,0,0.30413875877674146,0.3079199845168739,0,0,0,0.5112997269982377,0.34041609798186234
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus,0,0.12125934121763471,0,0,0,0.29569013708511016,0,0.2476053685536615,0,0.3260658403150063,0.07248244340537575,0.3034297201303575,0,0.6303554675284061,0.038021956139132417,0.12574792195200712,0.24387936587211761,0.21296676022232106
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus,0.058318551463610646,0.055658015334904935,0,0.06742547581548103,0.031210191386478296,0.024250459154258212,0.042952789302910126,0.17812465867791366,0.04026680994608574,0.0613849438071243,0.13075038336634012,0.14723186624272966,0.0775272136482977,0.5061851115529048,0.07419131670653686,0.13440795073284192,0.4658362075136765,0.04990564574981997
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys xanthostigma,0,0,0,0,0,0.2799927913497457,0,0,0,0,0,0,0,0,1,0,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus,0,0.30077576943844236,0,0.06258902984170446,0.02979260948413206,0.12301324008770975,0.03849182577242784,0.20474255137050307,0.12790709356083765,0,0.06564463279367222,0.27032306266484657,0.19919716227704048,0.005801761348575554,0.10986004429625085,0.25884083977125216,0.20368656988114348,0.5107758620689655
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis,0,0,0,0,0,0,0,0,0,0,0,0.04602131279910696,0,1,0,0,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hypsopsetta;Hypsopsetta guttulata,0,0,0,0,0,0,0,0,0.09102057106143703,0,0,0.3903977953383944,0,1,0,0,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus,0,0.0632303181029568,0.17647280906083704,0,0,0,0,0.09537322862660176,0.5193303138142996,0,0.02895950308891261,0.015032949021181482,0.08833729739357725,0,0,0,0.060120004360471754,0
