"sum.taxonomy","Collected_Date","Location","max_Occupancy_prob"
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Hypsurus;Hypsurus caryi","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Micrometrus;Micrometrus minimus","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus toxotes","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus toxotes","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus toxotes","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_2","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_1","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_1","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","0m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus","Day_3","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_1","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_1","1m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_1","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_1","9m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_2","10m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_2","5m",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_2","SHR",0.988902008226344
"Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum","Day_3","0m",0.988902008226344
