sum.taxonomy,Day_1_0m,Day_1_10m,Day_1_1m,Day_1_5m,Day_1_9m,Day_1_SHR,Day_2_0m,Day_2_10m,Day_2_1m,Day_2_5m,Day_2_9m,Day_2_SHR,Day_3_0m,Day_3_10m,Day_3_1m,Day_3_5m,Day_3_9m,Day_3_SHR
,0.0010654660127578568,0.0016126351170264188,0.002195733005175739,0.001478955357098599,0.0014139840262675442,0.0041202036897822316,0.0011597550939807229,0.005008049197898096,0.001803454310043931,0.0022397505181191817,0.005273247757381463,0.0027995650983634462,0.00454109253645967,0.04755298402663781,0.003858796261990473,0.004052375491588137,0.03557314158138394,0.0011456254207486186
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis,0.6961077844311377,0,0,0,0,0,0.4654143926328048,0.1646112296285721,0.057032567451080936,0,0.4865819350315163,0,0,0.2179778510772771,0,0.1261856289085584,0.13986147283554012,0.18384699653241401
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus,0,0,0,0,0,0,0,0.5249169435215947,0,0,0,0,0.10274059411920519,0.12857977013732277,0.9538435823231266,0,0.10496492538775969,0
Eukaryota;Chordata;Actinopteri;;Pomacentridae;Stegastes;Stegastes nigricans,0,0,0,0,0,0.869140625,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum,0.6155857740585774,0.3537204049209074,0,0.523718798219941,0.4206533344888099,0.2362377556687071,0.7350028683034865,0.28680619827259335,0.43836329040851746,0.215169986659025,0.16866322599591319,0.29457333047544676,0.24661074241313008,0,0.21832903189563865,0,0.340020096917879,0.25559741569495337
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;,0,0,0,0,0.28881386336232096,0.27061385870006505,0,0,0,0,0,0.8080808080808082,0,0,0,0,0,0.13872666324561667
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Menticirrhus;Menticirrhus undulatus,0.06868076873751561,0.14507625736482022,0.013608715705113402,0.1564172567416773,0.18248521584308394,0.36657300916655305,0.006297545995419216,0.034335645224622686,0.02305002675449668,0.04018717721925849,0.029564617406395485,0.2749901553522147,0.040380341705844515,0.006975277334903349,0.02368431649630173,0.0780793532567271,0.03328341711277399,0.24645624811113137
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus,0.13770410935925398,0.2268219744171465,0.047726596738124225,0.15000386386202297,0.29830481811603476,0.499086965980447,0.053345492131001676,0.04638476582405012,0.03323792135577227,0.10043327813734514,0.07433327051541806,0.5168526689159962,0.026418725448664495,0.03775000861361588,0.1209992089445844,0.14456153625602525,0.030585772200776712,0.21862141168631827
Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador,0.08893667531584111,0.15743243126263176,0.03722998717333184,0.4277137866023689,0.41915888272004287,0.2965617317612149,0,0.06539188592059544,0.048964665480570276,0.16224532912787143,0.08890534565979921,0.4052852146647371,0.0651307426252077,0.02467962249377196,0.053722831253089215,0.10043860919577126,0.046289267171157514,0.08769822858146352
Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea,0.38473238734263604,0.15507720036318118,0.0134222718166612,0.0847839220579999,0.20125805788164464,0,0,0.34082383838764785,0.35723973595932645,0,0.05645619541674421,0.058145955483710106,0.5204373423044575,0.12760125276743187,0.20534108904042395,0.1565147800992222,0.2693558013176972,0
Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis,0.22398708256942704,0.181548152529716,0.17504186216312578,0.15970092419229878,0.1366327100536003,0.1284041578675818,0.37215084872415927,0.0947130629973392,0.23200408838298855,0.22093534388257477,0.11934255514080316,0.26452327874179477,0.2199782478537934,0.03974740905236502,0.27776461419664095,0.0947518658844188,0.0703617100217809,0.1370356644688308
Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis,0.04983639261731033,0.011337600195903217,0.036786092801148626,0.018772346844413403,0.020675114708483825,0.009008893544643744,0.2660297170875009,0.013282265254003384,0.4331768750206591,0.05845077576710169,0.03962413692074738,0.03817609424959728,0.07406581160434528,0.006906976723440302,0.08395645939554418,0.07419310442581797,0.009552231834766623,0.02092938568858794
Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps,0,0,0,0.028382756442756705,0.02230953889833444,0,0,0,0,0,0.028772529518671243,0.08376715399155188,0.3101581090072996,0.5606376437745013,0.8342412982041282,0.29266572038221544,0.3913741438356164,0
Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Strongylura;Strongylura exilis,0,0.48129389138187684,0,0.8063424375524572,0,0,0.3440955717682862,0,0,0,1,0.1676412779100476,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gilberti,0.5164591686009706,0.10957971355381672,0,0.40825341657010544,0.1873767188646037,0.276064890121421,0,0.08614591044854512,0.12933058334768277,0.13154287239626353,0.006373980420537049,0.22462909105916232,0.18652240045096702,0,0.2434379073704054,0.09905953211298842,0,0.16039134958758874
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi,0,0.7060558885337136,0.8474241132245055,0.03752281771080412,0.1847539283427382,0.3373811901623823,0.023457811054962283,0.7644341801385681,0.11178202515912322,0.1760129769478294,0.40318429631149083,0.15365549818199065,0.323823605035373,0.14599612343119536,0.33402020014357586,0.5611804164004096,0.2887068022667598,0.17659057548819485
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;,0.08661139643235398,0.3054997371501935,0.08361585299952684,0.4456308587711461,0.4370761866773036,0.022246842609052735,0.16047512506347075,0.13717378524638482,0.06679701960849518,0.18035609779079576,0.26995406646875764,0.24011137442302452,0.10912426405488693,0.07054918065925588,0.14398499955059654,0.2937131644258751,0.18094801242666886,0.2936900630183885
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;Gibbonsia montereyensis,0.5231984749364128,0.2667098321912011,0.7225307896643323,0.11188097408370137,0.05002254704898573,0.27283344183784075,0,0.1865665292212215,0,0.10871288211089658,0.13809066704767903,0.20396515333429951,0.20817143956238335,0.11325972751547284,0.0934067196489422,0,0.08675227646954112,0.2143630257898564
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus,0.4664988252034309,0.21012400794095626,0.16995912455269876,0.11314996302266978,0.16995242640067948,0.04185821291509925,0.0885699932841152,0.13802566084731166,0.031403217096481376,0.5928053127320043,0.17670292855952555,0.13088999796643022,0.4289926346574458,0.1065089402153426,0.25176999502333114,0.3557852008344295,0.14098105058681304,0.10388276800940824
Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum,0.3510940163647198,0.14891697199736373,0.2115796688290502,0.3967445404481466,0.1659282075310094,0.28148662523752016,0.23050545460796418,0.1517657265980951,0.014510238062207057,0.1575931951307345,0.24677384752371684,0.13302949750031046,0.5198572673785139,0.14955498592961414,0.4210263816398451,0.28979431927337007,0.06014950705495754,0.044524585191063
Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis,0,0.24050487262329223,1,0.19047789155716227,0.3329731720308175,0,0.4762803095765591,0.1652911716643349,0,0,0.23031299759755,0.3485946385498649,0.22738861972217705,0,0.0826400265130332,0.3021765696437346,0,0.09387832951042155
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus,0,0.20277469780985674,0,0,0,0,0.46164136967057234,0.7819677480875739,0,0,0,0.3545773735642419,0,0.4767081463352086,0.6076000174136813,1,0.4630983256319736,0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans,0.1397865081717751,0.2735304291492867,0.10849822842326953,0.12037191640724361,0.12240039008413894,0.4041963315368066,0.11128242892318672,0.07291097397867836,0.23854463643760507,0.18631551774493113,0.07484099231742647,0.2010945653268038,0.23239298326287178,0.11997459472815009,0.12216697502219899,0.20019777934496433,0.08943529831009514,0.07654250559441833
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea,0.017624628246320988,0.023460696667124532,0,0.045052662494609805,0.02774656511405814,0.3771895204819557,0.03249126644645245,0.017818157648485603,0.03739325792690865,0.015038929573447758,0.030665284078806872,0.03914376939086536,0.012104110948927509,0.01601236528872517,0.017516770805114802,0.024295966386472197,0.01061829349492064,0.056530681821406054
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,0.27206082856865155,0.4146165796170822,0,0.3080987948451502,0.051283729722566854,0,0,0.29806941197131887,0,0,0.4531844681442032,0.6375751782165517,0,0.6702594284639865,1,0,0.42658469701905394,0.1818859218424198
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax,0.14675884127566277,0.046749844348550555,0.10303310457747886,0.06390821086341815,0.045265181613169767,0.02572007691921289,0.22949729582489325,0.08014694138869656,0.1948223498086204,0.209486225714821,0.08938717283571015,0.03283836958838011,0.06029829687680372,0.050423525875449876,0.07337852036380661,0.054399941188560466,0.04742351777434652,0.03165437752363619
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax,0.1710161132875735,0.11467435879762726,0.1902525513787423,0.7593079936934578,0.372388155556153,0.054010050800329945,0.02840760442386913,0.021017718906831545,0.02611513105303193,0.039571368202179054,0.02090088727602867,0.07937821897879598,0.0495304179204181,0.036215554358142686,0.04207885546184288,0.14518230009659408,0.05306767461670006,0.10404255312696822
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lethops;Lethops connectens,0,0,0,0,0,0,0.4641570820737536,0,0,0,0,0.028967962426014876,0.06815397473047607,0,0,0,0.9246760259179265,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Typhlogobius;Typhlogobius californiensis,0,0.17849877053482158,0,0.42468018560646137,0.11828264315868064,0,0.35066746723649644,0.381440454360725,1,0.2660381738680736,0.38800504966967314,0.029245271251180205,0.07928087575063052,0.16028203743748873,0.195895879838132,0.16861794356360196,0.1254596893189686,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus,0.19301820265299752,0.1608111255696419,0,0.22382041521195778,0.1358254047406036,0.12277743612234616,0.16848224045316595,0.4758174519661717,0,0.20359600871196679,0.41404512860790543,0,0.04468610766653334,0.28129188763516055,0.17570911185116114,0.21532944655442987,0.4223241392156202,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica,0,0.05385450337029946,0.08450492827870276,0.04891201290590784,0.10616086527390657,0.057535932713028905,0.03875293373916795,0.22532163310207748,0.03466654491021695,0.05049910068248069,0.30394548443548813,0.10514461582705573,0.4097693467164126,0.21788326080428724,0.3044919788277184,0.044580340349425124,0.10691963710176618,0.3358079876771858
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher,0.05814467674544561,0.05770058076121022,0,0,0.11460371808968303,0.16337256549441073,0.20290752293049572,0.4086386311216006,0,0.06302338765329024,0.4926755441340445,0.0979832278855737,0.2409931686604093,0.3489898875772653,0.0351102236063927,0.3261534452061607,0.6874009822546303,0.05916612100549682
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii,0.49741500861663795,0.4202911605162043,0.1866779025888841,0.3314419414712549,0.3145119820477474,0.09888634154288548,0.25784681469074605,0.2728735913054437,0.08729119030445484,0.10103290703316105,0.15134484231254353,0.164748073203428,0.1563287307356058,0.08481485926397382,0.33587293513290656,0.08030369191026432,0.3111238111480713,0.13363313847565725
Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil cephalus,0,0.14178259997790116,0,0.12692146506212798,0.04687219146013387,0.35367817249531364,0,0.0022191542621764152,0,0,0,0.3413472347122302,0,0,0,0,0,0.14639765380402772
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae,0,0,0,0,0,0.021779686503454503,0,0,0.07219729131609252,0,0.5287262872628726,0,0,0.3755325699731749,0.17411337891628856,0.8606068948746499,0.31483630291756315,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus analis,0,0.03583597511485339,0,0.029847657558890236,0,0.5162368672397326,0,0.18190568912446367,0,0.5699064303360595,0,0,0,0,0.5470385106473967,0.1355441247947096,0.014271267750007978,0.35167286493475
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Clinocottus;Clinocottus recalvus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6327967806841046,0,0,0.7660962876516217
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri,0,0.017948480104353935,0,0,0,0,0,0.16731732813275343,0,0.020317472461522292,0.19368524756293928,0,0,0.22504204691842775,0,0.17979785574036783,0.6258969465648855,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Scorpaenichthys;Scorpaenichthys marmoratus,0,0.692454050371869,0,0.07821176644896788,0.11583742949493653,0.0027509574009520793,0.019480158093296656,0.5612447701531169,0.01217740995593466,0.24463922059948381,0,0.18211300488271437,0.04097866852864333,0.010734750119374534,0.16914177665418886,1,0,0.11980650313961988
Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus,0,0,0.05134681861230804,0,0,0,0,0.15631945044180123,0,0,0,0,0,0.28026145465369845,0.5321134396830361,0,0.4668670931027757,0
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata,0,0.33039028810294346,0,0,0,0,0,0,0.2658297616917967,0,0,0.12190607752623403,0,0,0,0.7253625012160922,1,0
Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;,0.0316393254965976,0.027713910315312718,0.07231257002205732,0.2187015885707778,0.22852679016532956,0.1007552593825244,0.06926177398420716,0.3751273532668882,0.06795075313188721,0.3580035996572347,0.15614363688604335,0.2217998028316765,0.13646058398396996,0.1672053396404221,0.164085795070125,0.11385384936109152,0.15337602127872035,0.1317875139252919
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Epinephelus;Epinephelus merra,0,0,0,0,0,0.30903751026698006,0,0,0,0,0,0.7506767731456416,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus,0.07651357032551911,0.35158852552708153,0.022407165717951462,0.024206070439513262,0.11415312644709821,0.012544044784977266,0.05086830846084899,0.12942172633827007,0.026065610509269733,0.07791554249157881,0.3866163951530673,0,0.05055730762820127,0.5381930802067185,0.08790453026370272,0.10429966288657677,0.28166975042622666,0.009825133724258715
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer,0.02630648759813634,0.24286581172976326,0.02820526607631191,0.04844186519195513,0.15985107654963787,0.07371123985962175,0,0.20296474617141466,0.02843595065343569,0.11173146814233852,0.17067785481056677,0.07190082671018298,0.0953442081846323,0.37187686196623637,0.05704428067335167,0.14422372254821306,0.20892696616809758,0.03253290911666755
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Symphurus;Symphurus atricaudus,0.11491224727552148,0.02945133716312752,0.06812526120335849,0,0,0.41097148736037625,0.07367940439414342,0.06187323240025035,0.2528104230955053,0.026627605734765476,0.04287720477232871,0.22231604658517923,0.0014149881704592852,0.043154431153241087,0.09700336570773067,0.25001574900449786,0.01138975404369079,0.06980101332848838
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;,0,0,0,0,0,0.7702492211838006,0,0,0.45177422529140476,0,0,0.3021859313761738,0.3046292949187574,0,0,0,0.5056214878870491,0.336867154871669
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus,0,0.12017309918103014,0,0,0,0.29600713814182,0,0.25094055660275294,0,0.3244023831498419,0.07179548883287076,0.30180465511101595,0,0.6303554675284061,0.03788523262714282,0.12514037036334627,0.24142951616613942,0.21097245127366726
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus,0.0577871680295215,0.055159430439723565,0,0.06696439484663004,0.03101772289364141,0.02427645738758916,0.042952397963776597,0.18052395735363003,0.041200287463414316,0.061071782439130244,0.12951119261213292,0.14644334310313525,0.07678091973216555,0.5061851115529048,0.07392453144851037,0.13375855818043414,0.46115672718154443,0.04943830861324845
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus,0,0.30089916234940717,0,0.06274862645134978,0.029888773860473478,0.12430920196632667,0.03885533250329119,0.20946187476175246,0.13210940212538236,0,0.06563713711757037,0.2714169663822241,0.1991445185755178,0.005856605023688419,0.1104997630709062,0.26002523319709997,0.20354656457356907,0.5107758620689655
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys verticalis,0,0.830950302091414,0,0,0,0,1,0,0,0,0,0.18097778667283163,0,0,0.06860974610540915,0,0.11652825444306969,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis,0,0,0,0,0.6879727685325265,0,0,0,0,0,0,0,0,0,0,0.2825578686617633,0,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus,0.4137342063091227,0.05301054162626066,0.15160476213152,0.10565662728828158,0.1412930609708448,0.15318288460320323,0.15657409189775578,0.1693768555782939,0.19157609633544312,0.20559439102699165,0.04295271035146058,0.0586903111942426,0.14077435399397578,0.14384007733521154,0.5015573398444225,0.056881988814594275,0.036612964816639545,0.10793919003684295
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus leptorhynchus,0,0.19748160353181207,0.7735054872089968,0,0,0.37205815053421826,0.474372906827997,0.2686658155353516,0,0,0,0.6917019334174783,0,0,0,0,0.4729180736407326,0.5364993778515139
Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Pluvialis;Pluvialis dominica,0,0,0,0,0,0,0,0,0,0,0,0.025204874457147308,0,0,0,0,0,0.3011582310652821
Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;,0,0,0,0,0,0.02260598733037215,0,0,0,0,0,0.4895469029299759,0.7504008071175976,0,0,0,0,0
Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;Larus occidentalis,0,0,0,0,0,0,0,0,0,0,0,0.7159773182121414,0,0,0,0,0,0
Eukaryota;Chordata;Aves;Passeriformes;Certhiidae;Campylorhynchus;Campylorhynchus zonatus,0,0,0,0,0,0,0,0,0,0,0,0.3898989898989899,0,0,0,0,0,0
Eukaryota;Chordata;Aves;Passeriformes;Sylviidae;Regulus;Regulus calendula,0,0,0,0,0,0,0,0,0,0,0,0,0.01848565424406775,0,0.21220384306201362,1,0,0
Eukaryota;Chordata;Aves;Pelecaniformes;Pelecanidae;Pelecanus;Pelecanus occidentalis,0,0.04845951265087634,0,0,0,0,0,0,0,0,0,0.25599061650529864,0,0,0,0,0,0.508941206741284
Eukaryota;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Urile;Urile pelagicus,0.03490355471567185,0.023539422493536154,0,0,0.01599697104002615,0.29049915339188187,0,0.041914462709205506,0,0,0.0859464953101822,0.09175471192924718,0.016168831897050862,0.02958089123563664,0,0,0.007592013584054169,0.44218807171606295
Eukaryota;Chordata;Aves;Procellariiformes;;;,0,0,0,0,0.4630995884206274,0,0,0,0,0,1,0,0,0,0,0,0,0
Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhinoidis;Platyrhinoidis triseriata,0,0.05059773451283834,0,0.037365711849879746,0.2731681066165851,0.053025727237210094,0,0.19245975293524145,0,0,0,0,0.10197225528126569,0.207365450300213,0,0,0,0.679304781460839
Eukaryota;Chordata;Chondrichthyes;;Squatinidae;Squatina;Squatina californica,0,3.8176010520874263e-4,9.583517935323691e-4,0.032287061136486495,0.009093235374186336,0,0.004511841318319193,0.04973361574612171,0,0.15410540988246207,0.03577715500997182,3.098769280912322e-4,0.008595933337646078,0.7002264920011305,0.02781885003586068,0.060290836914139244,0.23667032323715495,0
Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Mustelus;Mustelus californicus,0,0,0,0,0,0,0,0,0,0,0,0.48686371100164205,0,0,0,0,0,0
Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata,0.1368760389385776,0.12593891971483748,0.06326541945920201,0.2705290281808567,0.40514916591709094,0.4541973526490415,0.16274397804589996,0.10982812853120386,0.10712996842031407,0.48651710854294133,0.2795683225386844,0.498841230153688,0.04179185940847928,0,0.1658509692201053,0.1551771354707905,0.007673687428408431,0.2562428762991448
Eukaryota;Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci,0.11886035010174667,0.16111436650874064,0.06193216607521347,0.864943865010297,0.37101548589227096,0.020794460711902104,0.12037684218423736,0.07672549297582788,0.10583707606377692,0.07869557078748286,0.10142041517886441,0.04270939165121509,0,0.2497520207186344,0.3416057358526752,0.09145783964033254,0.3035331650989191,0.22978342865232562
Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Gymnuridae;Gymnura;Gymnura marmorata,0,0.36505719606278264,0.6793513325552114,0.07126165498212719,0.2657041411629974,0,0,0,0,0,0,0.5697092089977657,0,0,0.3582682236834325,0.7134585706834446,0,0
Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica,0.15034721476415186,0.09861937781963256,0.07624936791370211,0.09957910364111841,0.09964785477962448,0.016005704323387982,0.07397793360206734,0.14833559569006288,0.03587005130189072,0.07981745115123472,0.11547539983848204,0.04051094020543149,0.22666314773559373,0.12395638024349014,0.07140306805901923,0.06617683057117178,0.05568509412624663,0.057591926693665654
Eukaryota;Chordata;Chondrichthyes;Pristiformes/Rhiniformes group;Rhinobatidae;Pseudobatos;Pseudobatos productus,0.3035574796051463,0.12272739462864612,0,0.20213468053027692,0.4020113474311011,0.30331653676929565,0,0.13127614846547214,0,0.10803051541589408,0.09003645114222332,0.632685815485085,0.5188488344437021,0,0.09029552021858163,0.18166068973076518,0,0.4255107488578091
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;;,0.2214858840532703,0.08148586609111126,0.07081501666116023,0.12536256662245865,0.07554396433619436,0.0985974299574426,0.6084744530852533,0,0.6363446504514704,0.04487665731728662,0.08148801510767124,0.013634474442968591,0.12299103225815498,0,0.040607210212747595,0.16125616364943732,0,0.08579258535492368
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus,0,0.024202079931334823,0,0.056378315881079624,0.014057463695863283,0.04370402269371717,0.01859484904678695,0.029448873054792005,0,0.01227542285974822,0.05653846194156042,0.03630930420611858,0.02924941503446603,0.019666453939606723,0.14252717656263011,0.3944606065436576,0.014697737780754767,0.04072197729513863
Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa,0,0,0,0,0.20042706939407653,0,0,0,0,0,0,0.01480935200750639,0.6125170574370425,0,0,0,0,0
